"lhs","rhs","support","confidence","lift"
" 辣炒鱿鱼,农夫山泉NFC果汁100%橙汁  ","  凉拌菠菜 ",0.0107181136120043,0.526315789473684,1.83228593872742
" 山药养生粥,自制猪肉脯  ","  谷稻小庄  ",0.0117899249732047,0.578947368421053,2.26957098628925
" 谷稻小庄 ,山药养生粥  ","  自制猪肉脯 ",0.0117899249732047,0.523809523809524,3.64712153518124
" 南瓜枸杞小饼干,自制猪肉脯  ","  辣炒鱿鱼 ",0.0107181136120043,0.833333333333333,4.13563829787234
" 辣炒鱿鱼,南瓜枸杞小饼干  ","  自制猪肉脯 ",0.0107181136120043,0.526315789473684,3.66457187745483
" 辣炒鱿鱼,南瓜枸杞小饼干  ","  谷稻小庄  ",0.0107181136120043,0.526315789473684,2.06324635117205
" 谷稻小庄 ,南瓜枸杞小饼干  ","  辣炒鱿鱼 ",0.0107181136120043,0.555555555555556,2.75709219858156
" 辣炒鱿鱼,南瓜枸杞小饼干  ","  凉拌菠菜 ",0.0117899249732047,0.578947368421053,2.01551453260016
" 凉拌菠菜,南瓜枸杞小饼干  ","  辣炒鱿鱼 ",0.0117899249732047,0.5,2.4813829787234
" 蒙古烤羊腿 ,照烧鸡腿   ","  谷稻小庄  ",0.0107181136120043,0.714285714285714,2.80012004801921
" 谷稻小庄 ,照烧鸡腿   ","  蒙古烤羊腿  ",0.0107181136120043,0.5,3.08940397350993
" 辣炒鱿鱼,照烧鸡腿   ","  谷稻小庄  ",0.0117899249732047,0.578947368421053,2.26957098628925
" 谷稻小庄 ,照烧鸡腿   ","  辣炒鱿鱼 ",0.0117899249732047,0.55,2.72952127659575
" 辣炒鱿鱼,照烧鸡腿   ","  凉拌菠菜 ",0.0107181136120043,0.526315789473684,1.83228593872742
" 凉拌菠菜,照烧鸡腿   ","  辣炒鱿鱼 ",0.0107181136120043,0.5,2.4813829787234
" 白斩鸡,水煮鱼  ","  辣炒鱿鱼 ",0.0107181136120043,0.588235294117647,2.91927409261577
" 白斩鸡,辣炒鱿鱼  ","  水煮鱼 ",0.0107181136120043,0.666666666666667,3.86335403726708
" 白斩鸡,五色糯米饭(七色)  ","  谷稻小庄  ",0.0117899249732047,0.5,1.96008403361345
" 白斩鸡,谷稻小庄   ","  五色糯米饭(七色) ",0.0117899249732047,0.523809523809524,2.68524332810047
" 番茄炖牛腩 ,皮蛋瘦肉粥  ","  五色糯米饭(七色) ",0.0107181136120043,0.666666666666667,3.41758241758242
" 皮蛋瘦肉粥,五色糯米饭(七色)  ","  番茄炖牛腩  ",0.0107181136120043,0.555555555555556,4.71212121212121
" 皮蛋瘦肉粥,水煮鱼  ","  五色糯米饭(七色) ",0.0117899249732047,0.55,2.8195054945055
" 皮蛋瘦肉粥,五色糯米饭(七色)  ","  水煮鱼 ",0.0117899249732047,0.611111111111111,3.54140786749482
" 皮蛋瘦肉粥,五色糯米饭(七色)  ","  辣炒鱿鱼 ",0.0117899249732047,0.611111111111111,3.03280141843972
" 辣炒鱿鱼,皮蛋瘦肉粥  ","  五色糯米饭(七色) ",0.0117899249732047,0.611111111111111,3.13278388278388
" 葱油凉拌藕片,蒙古烤羊腿   ","  辣炒鱿鱼 ",0.0107181136120043,0.625,3.10172872340426
" 葱油凉拌藕片,辣炒鱿鱼  ","  蒙古烤羊腿  ",0.0107181136120043,0.555555555555556,3.4326710816777
" 葱油凉拌藕片,水煮鱼  ","  辣炒鱿鱼 ",0.0117899249732047,0.578947368421053,2.87318029115342
" 葱油凉拌藕片,辣炒鱿鱼  ","  水煮鱼 ",0.0117899249732047,0.611111111111111,3.54140786749482
" 葱油凉拌藕片,辣炒鱿鱼  ","  谷稻小庄  ",0.0107181136120043,0.555555555555556,2.17787114845938
" 葱油凉拌藕片,谷稻小庄   ","  辣炒鱿鱼 ",0.0107181136120043,0.555555555555556,2.75709219858156
" 葱油凉拌藕片,辣炒鱿鱼  ","  凉拌菠菜 ",0.0117899249732047,0.611111111111111,2.12748756218906
" 葱油凉拌藕片,凉拌菠菜  ","  辣炒鱿鱼 ",0.0117899249732047,0.647058823529412,3.21120150187735
" 拌土豆丝,香烤牛排   ","  西瓜胡萝卜沙拉 ",0.0107181136120043,0.555555555555556,3.8681592039801
" 拌土豆丝,西瓜胡萝卜沙拉  ","  五色糯米饭(七色) ",0.0117899249732047,0.523809523809524,2.68524332810047
" 拌土豆丝,五色糯米饭(七色)  ","  西瓜胡萝卜沙拉 ",0.0117899249732047,0.5,3.48134328358209
" 美妙绝伦之白莲花,香辣爆羊肝   ","  凉拌菠菜 ",0.0117899249732047,0.6875,2.39342350746269
" 西瓜胡萝卜沙拉,香辣爆羊肝   ","  蒙古烤羊腿  ",0.0128617363344051,0.521739130434783,3.22372588540167
" 蒙古烤羊腿 ,香辣爆羊肝   ","  西瓜胡萝卜沙拉 ",0.0128617363344051,0.6,4.17761194029851
" 蒙古烤羊腿 ,香辣爆羊肝   ","  谷稻小庄  ",0.0139335476956056,0.65,2.54810924369748
" 谷稻小庄 ,香辣爆羊肝   ","  蒙古烤羊腿  ",0.0139335476956056,0.52,3.21298013245033
" 蒙古烤羊腿 ,香辣爆羊肝   ","  凉拌菠菜 ",0.0128617363344051,0.6,2.08880597014925
" 水煮鱼,香辣爆羊肝   ","  辣炒鱿鱼 ",0.0107181136120043,0.5,2.4813829787234
" 辣炒鱿鱼,香辣爆羊肝   ","  水煮鱼 ",0.0107181136120043,0.625,3.62189440993789
" 爆炒双丝,番茄甘蓝  ","  西瓜胡萝卜沙拉 ",0.0107181136120043,0.5,3.48134328358209
" 蒙古烤羊腿 ,酸辣藕丁  ","  凉拌菠菜 ",0.0107181136120043,0.588235294117647,2.04784899034241
" 培根紫菜卷,水煮鱼  ","  辣炒鱿鱼 ",0.0117899249732047,0.55,2.72952127659575
" 辣炒鱿鱼,培根紫菜卷  ","  水煮鱼 ",0.0117899249732047,0.578947368421053,3.35501797973194
" 培根紫菜卷,水煮鱼  ","  谷稻小庄  ",0.0139335476956056,0.65,2.54810924369748
" 谷稻小庄 ,培根紫菜卷  ","  水煮鱼 ",0.0139335476956056,0.5,2.89751552795031
" 培根紫菜卷,五色糯米饭(七色)  ","  谷稻小庄  ",0.0117899249732047,0.55,2.15609243697479
" 辣炒鱿鱼,培根紫菜卷  ","  谷稻小庄  ",0.0139335476956056,0.684210526315789,2.68222025652366
" 谷稻小庄 ,培根紫菜卷  ","  辣炒鱿鱼 ",0.0139335476956056,0.5,2.4813829787234
" 大蒜苋菜,炝炒大白菜  ","  美妙绝伦之白莲花 ",0.0107181136120043,0.666666666666667,4.67669172932331
" 大蒜苋菜,清蒸海鱼  ","  凉拌菠菜 ",0.0107181136120043,0.714285714285714,2.48667377398721
" 大蒜苋菜,芹菜炒腰花  ","  爆炒猪肝 ",0.0107181136120043,0.555555555555556,4.28374655647383
" 大蒜苋菜,芹菜炒腰花  ","  美妙绝伦之白莲花 ",0.0107181136120043,0.555555555555556,3.89724310776942
" 大蒜苋菜,芹菜炒腰花  ","  自制猪肉脯 ",0.0107181136120043,0.555555555555556,3.8681592039801
" 大蒜苋菜,自制猪肉脯  ","  芹菜炒腰花 ",0.0107181136120043,0.588235294117647,4.90021008403361
" 大蒜苋菜,芹菜炒腰花  ","  焖猪手 ",0.0117899249732047,0.611111111111111,3.29576107899807
" 大蒜苋菜,芹菜炒腰花  ","  凉拌菠菜 ",0.0117899249732047,0.611111111111111,2.12748756218906
" 大蒜苋菜,自制猪肉脯  ","  爆炒猪肝 ",0.0107181136120043,0.588235294117647,4.53573164803111
" 爆炒猪肝,大蒜苋菜  ","  焖猪手 ",0.0128617363344051,0.545454545454545,2.94167104571729
" 爆炒猪肝,大蒜苋菜  ","  凉拌菠菜 ",0.0139335476956056,0.590909090909091,2.05715739484396
" 大蒜苋菜,凉拌蒜蓉西兰花  ","  美妙绝伦之白莲花 ",0.0117899249732047,0.6875,4.82283834586466
" 大蒜苋菜,美妙绝伦之白莲花  ","  凉拌蒜蓉西兰花 ",0.0117899249732047,0.5,3.98717948717949
" 大蒜苋菜,剁椒鱼头  ","  凉拌菠菜 ",0.0117899249732047,0.611111111111111,2.12748756218906
" 大蒜苋菜,美妙绝伦之白莲花  ","  谷稻小庄  ",0.0128617363344051,0.545454545454545,2.13827349121467
" 大蒜苋菜,谷稻小庄   ","  美妙绝伦之白莲花 ",0.0128617363344051,0.521739130434783,3.66001961425302
" 大蒜苋菜,美妙绝伦之白莲花  ","  凉拌菠菜 ",0.0128617363344051,0.545454545454545,1.8989145183175
" 大蒜苋菜,自制猪肉脯  ","  焖猪手 ",0.0107181136120043,0.588235294117647,3.17239034342061
" 大蒜苋菜,蒙古烤羊腿   ","  凉拌菠菜 ",0.0128617363344051,0.705882352941177,2.45741878841089
" 大蒜苋菜,芝士烩波士顿龙虾  ","  焖猪手 ",0.0117899249732047,0.523809523809524,2.82493806771263
" 大蒜苋菜,辣炒鱿鱼  ","  焖猪手 ",0.0107181136120043,0.526315789473684,2.83845451779738
" 大蒜苋菜,焖猪手  ","  凉拌菠菜 ",0.015005359056806,0.518518518518518,1.80514096185738
" 爆炒双丝,小米南瓜粥  ","  凉拌菠菜 ",0.0107181136120043,0.666666666666667,2.32089552238806
" 芹菜炒腰花,小米南瓜粥  ","  凉拌菠菜 ",0.0107181136120043,0.588235294117647,2.04784899034241
" 凉拌蒜蓉西兰花,小米南瓜粥  ","  凉拌菠菜 ",0.0139335476956056,0.684210526315789,2.38197172034564
" 西瓜胡萝卜沙拉,小米南瓜粥  ","  凉拌菠菜 ",0.0107181136120043,0.526315789473684,1.83228593872742
" 五色糯米饭(七色),小米南瓜粥  ","  辣炒鱿鱼 ",0.0107181136120043,0.555555555555556,2.75709219858156
" 辣炒鱿鱼,小米南瓜粥  ","  五色糯米饭(七色) ",0.0107181136120043,0.5,2.56318681318681
" 五色糯米饭(七色),小米南瓜粥  ","  凉拌菠菜 ",0.0107181136120043,0.555555555555556,1.93407960199005
" 辣炒鱿鱼,小米南瓜粥  ","  凉拌菠菜 ",0.0117899249732047,0.55,1.91473880597015
" 蒜香辣花甲,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0128617363344051,0.857142857142857,4.62262592898431
" 焖猪手,蒜香辣花甲  ","  豌豆薯仔猪骨汤 ",0.0128617363344051,0.5,4.80927835051546
" 蒜香辣花甲,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0117899249732047,0.785714285714286,2.73534115138593
" 姜葱炒花蟹,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0117899249732047,0.916666666666667,3.19123134328358
" 炝炒大白菜,豌豆薯仔猪骨汤  ","  自制猪肉脯 ",0.0107181136120043,0.588235294117647,4.09569798068481
" 炝炒大白菜,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0117899249732047,0.647058823529412,3.48962937776267
" 炝炒大白菜,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0117899249732047,0.647058823529412,2.25263388937665
" 芹菜炒腰花,豌豆薯仔猪骨汤  ","  爆炒猪肝 ",0.015005359056806,0.538461538461538,4.15193897012079
" 爆炒猪肝,豌豆薯仔猪骨汤  ","  芹菜炒腰花 ",0.015005359056806,0.583333333333333,4.859375
" 芹菜炒腰花,豌豆薯仔猪骨汤  ","  剁椒鱼头 ",0.015005359056806,0.538461538461538,3.89445438282648
" 剁椒鱼头,豌豆薯仔猪骨汤  ","  芹菜炒腰花 ",0.015005359056806,0.583333333333333,4.859375
" 美妙绝伦之白莲花,豌豆薯仔猪骨汤  ","  芹菜炒腰花 ",0.0107181136120043,0.526315789473684,4.3843984962406
" 芹菜炒腰花,豌豆薯仔猪骨汤  ","  自制猪肉脯 ",0.0214362272240086,0.769230769230769,5.35591274397245
" 豌豆薯仔猪骨汤,自制猪肉脯  ","  芹菜炒腰花 ",0.0214362272240086,0.625,5.20647321428571
" 芹菜炒腰花,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0246516613076099,0.884615384615385,4.77078701645176
" 芹菜炒腰花,豌豆薯仔猪骨汤  ","  辣炒鱿鱼 ",0.0160771704180064,0.576923076923077,2.86313420621931
" 芹菜炒腰花,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.022508038585209,0.807692307692308,2.81185419058553
" 爆炒猪肝,豌豆薯仔猪骨汤  ","  自制猪肉脯 ",0.0128617363344051,0.5,3.48134328358209
" 爆炒猪肝,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0203644158628081,0.791666666666667,4.26950867052023
" 爆炒猪肝,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0182207931404073,0.708333333333333,2.46595149253731
" 美妙绝伦之白莲花,豌豆薯仔猪骨汤  ","  剁椒鱼头 ",0.0107181136120043,0.526315789473684,3.80660954712362
" 剁椒鱼头,豌豆薯仔猪骨汤  ","  蒙古烤羊腿  ",0.0171489817792069,0.666666666666667,4.11920529801325
" 蒙古烤羊腿 ,豌豆薯仔猪骨汤  ","  剁椒鱼头 ",0.0171489817792069,0.516129032258065,3.73293323330833
" 剁椒鱼头,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0192926045016077,0.75,4.04479768786127
" 剁椒鱼头,豌豆薯仔猪骨汤  ","  辣炒鱿鱼 ",0.0160771704180064,0.625,3.10172872340426
" 剁椒鱼头,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0214362272240086,0.833333333333333,2.90111940298507
" 美妙绝伦之白莲花,豌豆薯仔猪骨汤  ","  自制猪肉脯 ",0.0107181136120043,0.526315789473684,3.66457187745483
" 美妙绝伦之白莲花,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0117899249732047,0.578947368421053,3.12229996957712
" 美妙绝伦之白莲花,豌豆薯仔猪骨汤  ","  辣炒鱿鱼 ",0.0107181136120043,0.526315789473684,2.61198208286674
" 美妙绝伦之白莲花,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0160771704180064,0.789473684210526,2.74842890809112
" 豌豆薯仔猪骨汤,孜然羊排  ","  蒙古烤羊腿  ",0.0128617363344051,0.75,4.6341059602649
" 豌豆薯仔猪骨汤,孜然羊排  ","  辣炒鱿鱼 ",0.0107181136120043,0.625,3.10172872340426
" 豌豆薯仔猪骨汤,孜然羊排  ","  凉拌菠菜 ",0.0139335476956056,0.8125,2.82859141791045
" 豌豆薯仔猪骨汤,自制猪肉脯  ","  焖猪手 ",0.0257234726688103,0.75,4.04479768786127
" 焖猪手,豌豆薯仔猪骨汤  ","  自制猪肉脯 ",0.0257234726688103,0.51063829787234,3.55541441727532
" 豌豆薯仔猪骨汤,自制猪肉脯  ","  凉拌菠菜 ",0.0192926045016077,0.5625,1.95825559701493
" 蒙古烤羊腿 ,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0203644158628081,0.612903225806452,3.30542606749953
" 水煮鱼,豌豆薯仔猪骨汤  ","  蒙古烤羊腿  ",0.0128617363344051,0.521739130434783,3.22372588540167
" 麻辣小龙虾,豌豆薯仔猪骨汤  ","  蒙古烤羊腿  ",0.0139335476956056,0.541666666666667,3.34685430463576
" 蒙古烤羊腿 ,豌豆薯仔猪骨汤  ","  辣炒鱿鱼 ",0.0203644158628081,0.612903225806452,3.04169526424159
" 辣炒鱿鱼,豌豆薯仔猪骨汤  ","  蒙古烤羊腿  ",0.0203644158628081,0.558823529411765,3.4528632645111
" 蒙古烤羊腿 ,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0257234726688103,0.774193548387097,2.69523350987
" 凉拌菠菜,豌豆薯仔猪骨汤  ","  蒙古烤羊腿  ",0.0257234726688103,0.521739130434783,3.22372588540167
" 水煮鱼,豌豆薯仔猪骨汤  ","  焖猪手 ",0.015005359056806,0.608695652173913,3.28273435536567
" 豌豆薯仔猪骨汤,香酥两吃大虾  ","  焖猪手 ",0.0171489817792069,0.64,3.45156069364162
" 豌豆薯仔猪骨汤,芝士烩波士顿龙虾  ","  焖猪手 ",0.015005359056806,0.56,3.02011560693642
" 麻辣小龙虾,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0139335476956056,0.541666666666667,2.92124277456647
" 辣炒鱿鱼,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0235798499464094,0.647058823529412,3.48962937776267
" 焖猪手,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0321543408360129,0.638297872340426,2.22213401079708
" 凉拌菠菜,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0321543408360129,0.652173913043478,3.51721538074893
" 水煮鱼,豌豆薯仔猪骨汤  ","  辣炒鱿鱼 ",0.0128617363344051,0.521739130434783,2.58926919518964
" 水煮鱼,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0160771704180064,0.652173913043478,2.27044127190136
" 麻辣小龙虾,豌豆薯仔猪骨汤  ","  辣炒鱿鱼 ",0.0128617363344051,0.5,2.4813829787234
" 麻辣小龙虾,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0128617363344051,0.5,1.74067164179104
" 谷稻小庄 ,豌豆薯仔猪骨汤  ","  辣炒鱿鱼 ",0.0139335476956056,0.52,2.58063829787234
" 辣炒鱿鱼,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0289389067524116,0.794117647058823,2.76459613696225
" 凉拌菠菜,豌豆薯仔猪骨汤  ","  辣炒鱿鱼 ",0.0289389067524116,0.58695652173913,2.91292784458834
" 谷稻小庄 ,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.015005359056806,0.56,1.94955223880597
" 清爽拌凉面,糖醋蕃茄溜青花  ","  凉拌菠菜 ",0.0107181136120043,0.625,2.17583955223881
" 清爽拌凉面,意文柠檬汁   ","  水煮鱼 ",0.0117899249732047,0.611111111111111,3.54140786749482
" 番茄炖牛腩 ,清爽拌凉面  ","  五色糯米饭(七色) ",0.0107181136120043,0.625,3.20398351648352
" 凉拌蒜蓉西兰花,清爽拌凉面  ","  五色糯米饭(七色) ",0.0117899249732047,0.523809523809524,2.68524332810047
" 清爽拌凉面,孜然羊排  ","  五色糯米饭(七色) ",0.0117899249732047,0.647058823529412,3.31706528765352
" 清爽拌凉面,孜然羊排  ","  凉拌菠菜 ",0.0128617363344051,0.705882352941177,2.45741878841089
" 清爽拌凉面,西瓜胡萝卜沙拉  ","  凉拌菠菜 ",0.0107181136120043,0.526315789473684,1.83228593872742
" 蒙古烤羊腿 ,清爽拌凉面  ","  凉拌菠菜 ",0.0107181136120043,0.769230769230769,2.67795637198622
" 清爽拌凉面,水煮鱼  ","  谷稻小庄  ",0.0139335476956056,0.541666666666667,2.1234243697479
" 谷稻小庄 ,清爽拌凉面  ","  水煮鱼 ",0.0139335476956056,0.5,2.89751552795031
" 清爽拌凉面,芝士烩波士顿龙虾  ","  五色糯米饭(七色) ",0.0107181136120043,0.769230769230769,3.94336432797971
" 麻辣小龙虾,清爽拌凉面  ","  凉拌菠菜 ",0.0107181136120043,0.526315789473684,1.83228593872742
" 清爽拌凉面,五色糯米饭(七色)  ","  辣炒鱿鱼 ",0.0182207931404073,0.515151515151515,2.55657640232108
" 辣炒鱿鱼,清爽拌凉面  ","  五色糯米饭(七色) ",0.0182207931404073,0.739130434782609,3.78905876731964
" 清爽拌凉面,五色糯米饭(七色)  ","  谷稻小庄  ",0.0182207931404073,0.515151515151515,2.01948051948052
" 谷稻小庄 ,清爽拌凉面  ","  五色糯米饭(七色) ",0.0182207931404073,0.653846153846154,3.35185967878276
" 辣炒鱿鱼,清爽拌凉面  ","  谷稻小庄  ",0.0128617363344051,0.521739130434783,2.04530507855316
" 独家薄荷鲜虾牛肉卷 ,番茄有机花菜  ","  谷稻小庄  ",0.0128617363344051,0.571428571428571,2.24009603841537
" 独家薄荷鲜虾牛肉卷 ,番茄炖牛腩   ","  谷稻小庄  ",0.0107181136120043,0.588235294117647,2.30598121601582
" 独家薄荷鲜虾牛肉卷 ,自制猪肉脯  ","  谷稻小庄  ",0.0107181136120043,0.588235294117647,2.30598121601582
" 独家薄荷鲜虾牛肉卷 ,水煮鱼  ","  辣炒鱿鱼 ",0.0117899249732047,0.523809523809524,2.59954407294833
" 独家薄荷鲜虾牛肉卷 ,辣炒鱿鱼  ","  水煮鱼 ",0.0117899249732047,0.523809523809524,3.03549245785271
" 蒜香辣花甲,香菇鹌鹑蛋  ","  凉拌菠菜 ",0.0107181136120043,0.625,2.17583955223881
" 剁椒鱼头,蒜香辣花甲  ","  辣炒鱿鱼 ",0.0139335476956056,0.590909090909091,2.93254352030948
" 剁椒鱼头,蒜香辣花甲  ","  凉拌菠菜 ",0.0117899249732047,0.5,1.74067164179104
" 蒙古烤羊腿 ,蒜香辣花甲  ","  焖猪手 ",0.0117899249732047,0.647058823529412,3.48962937776267
" 蒙古烤羊腿 ,蒜香辣花甲  ","  辣炒鱿鱼 ",0.0117899249732047,0.647058823529412,3.21120150187735
" 蒙古烤羊腿 ,蒜香辣花甲  ","  凉拌菠菜 ",0.0117899249732047,0.647058823529412,2.25263388937665
" 焖猪手,蒜香辣花甲  ","  辣炒鱿鱼 ",0.0128617363344051,0.5,2.4813829787234
" 焖猪手,蒜香辣花甲  ","  凉拌菠菜 ",0.0160771704180064,0.625,2.17583955223881
" 水煮鱼,蒜香辣花甲  ","  凉拌菠菜 ",0.015005359056806,0.666666666666667,2.32089552238806
" 麻辣小龙虾,蒜香辣花甲  ","  凉拌菠菜 ",0.0171489817792069,0.551724137931034,1.92074112197633
" 辣炒鱿鱼,蒜香辣花甲  ","  凉拌菠菜 ",0.0160771704180064,0.555555555555556,1.93407960199005
" 谷稻小庄 ,蒜香辣花甲  ","  凉拌菠菜 ",0.0128617363344051,0.521739130434783,1.81635301752109
" 番茄有机花菜,糖醋蕃茄溜青花  ","  凉拌蒜蓉西兰花 ",0.0107181136120043,0.526315789473684,4.1970310391363
" 番茄有机花菜,凉拌蒜蓉西兰花  ","  糖醋蕃茄溜青花 ",0.0107181136120043,0.5,4.71212121212121
" 冰糖红豆薏米粥,番茄有机花菜  ","  谷稻小庄  ",0.0107181136120043,0.833333333333333,3.26680672268908
