"R","F","M"
-1.29628504620442,-0.623863629487668,-0.4064939160461
-1.4151660956119,1.89848156214782,1.36612105296549
-1.05852294738945,0.00672266842120328,-0.258020411608428
-1.29628504620442,0.00672266842120328,-0.617303624636992
-0.464117700352032,-0.623863629487668,-0.365692036963991
-1.29628504620442,0.00672266842120328,-0.0494774740776525
-1.29628504620442,1.26789526423895,0.939968093663472
-1.29628504620442,0.00672266842120328,0.401609966885655
-1.29628504620442,1.26789526423895,0.89463267246113
-1.29628504620442,-0.623863629487668,-0.254620255018252
-0.345236650944548,-0.623863629487668,-0.757843430364254
-1.29628504620442,-0.623863629487668,0.0615943078680866
-1.29628504620442,0.637308966330074,-0.0279431490065398
-1.29628504620442,0.637308966330074,0.945635021313765
-1.29628504620442,1.26789526423895,1.68233561585183
-1.4151660956119,1.26789526423895,0.845897094668612
-1.29628504620442,1.26789526423895,1.50439408763264
-1.29628504620442,0.637308966330074,0.832296468307909
-1.29628504620442,1.26789526423895,1.43639095582912
-1.65292819442687,1.26789526423895,1.19724660898677
-1.29628504620442,0.00672266842120328,-0.0630781004383553
-1.4151660956119,0.637308966330074,-0.00300866734525146
-1.29628504620442,0.637308966330074,-0.0177426792360128
-1.29628504620442,0.00672266842120328,0.296205112590209
-1.29628504620442,0.00672266842120328,-0.167349569203743
-1.29628504620442,0.637308966330074,0.845897094668612
-1.29628504620442,0.637308966330074,1.03743924924851
-1.4151660956119,0.637308966330074,0.0491270670374424
-1.29628504620442,0.00672266842120328,0.0309928985565054
-1.29628504620442,0.00672266842120328,-0.562901119194181
-1.29628504620442,-0.623863629487668,-1.01738871674766
-1.29628504620442,1.26789526423895,1.23351494594864
-1.29628504620442,0.637308966330074,0.126197283081425
-0.10747455212958,-0.623863629487668,0.0853954039993164
-0.582998749759515,-0.623863629487668,-0.535699866472776
-1.65292819442687,0.637308966330074,-0.230819158887022
-1.17740399679693,0.637308966330074,0.639620928197953
-1.53404714501939,1.26789526423895,1.14964441672431
-1.53404714501939,3.79024045587443,4.17465039645061
-1.17740399679693,1.26789526423895,0.408410280066007
-1.17740399679693,0.637308966330074,1.08844159810114
-1.17740399679693,0.00672266842120328,0.616953217596782
-1.29628504620442,0.637308966330074,0.620353374186958
-0.464117700352032,-0.623863629487668,-0.401960373925865
-1.29628504620442,0.637308966330074,0.868564805269783
-1.29628504620442,1.26789526423895,2.04615237100063
-1.53404714501939,2.52906786005669,1.61659925510843
-1.29628504620442,0.00672266842120328,-0.0710117991487652
-1.65292819442687,5.05141305169217,5.73418888581119
-1.4151660956119,2.52906786005669,1.39218892015684
-1.29628504620442,2.52906786005669,3.50368616265594
-1.65292819442687,1.89848156214782,1.36158751084526
-1.4151660956119,1.26789526423895,2.41563605379972
-0.820760848574483,2.52906786005669,1.94528105882542
-1.4151660956119,1.89848156214782,1.96908215495665
-1.29628504620442,1.89848156214782,2.35783339176673
-1.65292819442687,1.89848156214782,1.28451729480128
-1.65292819442687,1.26789526423895,1.14624426013413
-1.65292819442687,1.89848156214782,2.28189656125281
-1.4151660956119,1.89848156214782,3.13080232326667
-1.4151660956119,2.52906786005669,1.72540426599406
-1.29628504620442,1.26789526423895,0.842496938078436
-1.17740399679693,0.637308966330074,-0.0755453412689994
-1.29628504620442,0.637308966330074,1.45112496771988
-1.65292819442687,1.89848156214782,3.20447238272048
-1.4151660956119,3.15965415796556,4.85354832895569
-1.29628504620442,0.637308966330074,0.91050006988195
-1.53404714501939,1.89848156214782,2.44283730652113
-1.29628504620442,1.89848156214782,0.38234241287466
-1.4151660956119,1.26789526423895,2.16855800824695
-1.53404714501939,3.15965415796556,3.32801140549686
-1.17740399679693,0.637308966330074,1.22898140382841
-1.53404714501939,1.26789526423895,0.959235647674468
-1.29628504620442,1.26789526423895,0.784694276045449
-1.29628504620442,1.89848156214782,1.44432465453953
-1.65292819442687,1.89848156214782,1.77300645825652
-1.17740399679693,1.89848156214782,1.31851886070303
-0.464117700352032,0.637308966330074,0.0649944644582623
-1.29628504620442,1.26789526423895,1.52819518376387
-1.29628504620442,2.52906786005669,2.41110251167949
-1.65292819442687,3.15965415796556,1.85461021642073
-1.29628504620442,3.15965415796556,2.90412521725496
-1.17740399679693,1.89848156214782,2.3861680300182
-1.29628504620442,1.89848156214782,1.89767886656296
-1.17740399679693,3.79024045587443,3.0480651795724
0.962454892537774,0.637308966330074,0.488880652700165
-1.17740399679693,1.26789526423895,2.03708528676016
0.368049645500355,2.52906786005669,1.39898923333719
-1.17740399679693,1.89848156214782,1.61093232745814
-1.29628504620442,1.89848156214782,2.55730924505704
-1.29628504620442,2.52906786005669,1.5791975326165
-1.65292819442687,1.26789526423895,0.664555409859242
-1.17740399679693,3.15965415796556,3.35634604374833
-1.29628504620442,1.89848156214782,1.14851103119425
-1.53404714501939,1.89848156214782,1.2153807774677
-1.29628504620442,1.89848156214782,1.20631369322723
-1.17740399679693,0.637308966330074,0.564817483214088
-1.65292819442687,0.00672266842120328,-0.0143425226458371
-0.464117700352032,0.00672266842120328,1.28225052374116
-0.582998749759515,0.00672266842120328,-0.0721451846788237
-1.17740399679693,0.637308966330074,0.779027348395156
0.486930694907839,0.637308966330074,1.06690727303003
0.368049645500355,1.26789526423895,0.060460922338028
-0.464117700352032,1.26789526423895,0.752959481203809
-0.464117700352032,1.26789526423895,1.68573577244201
-1.29628504620442,0.637308966330074,0.917300383062301
1.20021699135274,0.00672266842120328,0.060460922338028
0.724692793722806,0.00672266842120328,-0.441628867477915
0.605811744315322,0.00672266842120328,-0.583302058735235
-1.29628504620442,3.79024045587443,4.06471200003493
-0.939641897981967,0.637308966330074,-0.116347220351108
-1.29628504620442,1.26789526423895,0.726891614012462
-1.29628504620442,1.26789526423895,1.33438625812385
-1.29628504620442,2.52906786005669,2.11415550280414
0.368049645500355,0.637308966330074,-0.307889374931005
-1.29628504620442,1.89848156214782,1.96681538389653
-0.345236650944548,1.26789526423895,1.24258203018911
-1.65292819442687,2.52906786005669,1.90674595080343
-0.939641897981967,0.637308966330074,0.86289787761949
-0.582998749759515,1.26789526423895,0.337006991672317
-0.820760848574483,0.637308966330074,-0.101613208460346
-1.17740399679693,1.26789526423895,1.50552747316269
-1.29628504620442,1.89848156214782,1.67893545926165
-1.53404714501939,1.26789526423895,0.389142726055011
-1.17740399679693,1.26789526423895,0.670222337509534
-1.29628504620442,1.26789526423895,1.21198062087753
-1.29628504620442,0.00672266842120328,0.773360420744864
0.368049645500355,1.26789526423895,2.43377022228066
-1.53404714501939,1.89848156214782,1.7378715068247
-0.464117700352032,2.52906786005669,1.19271306686653
1.20021699135274,-0.623863629487668,0.0774617052889064
